input_url,http_status,final_url,status,product_url,notes
https://sunhouse.com.vn/search/SHB720731,200,https://sunhouse.com.vn/search/SHB720731,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83092-TMD,200,https://sunhouse.com.vn/search/UTM83092-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83082-M,200,https://sunhouse.com.vn/search/UTM83082-M,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB720351,200,https://sunhouse.com.vn/search/SHB720351,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83072-MMT,200,https://sunhouse.com.vn/search/UTM83072-MMT,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB720151,200,https://sunhouse.com.vn/search/SHB720151,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83062-T,200,https://sunhouse.com.vn/search/UTM83062-T,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB720251,200,https://sunhouse.com.vn/search/SHB720251,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83052-TMT,200,https://sunhouse.com.vn/search/UTM83052-TMT,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB6815-70,200,https://sunhouse.com.vn/search/SHB6815-70,not_found,,long not-found message
https://sunhouse.com.vn/search/UTM83042-TMD,200,https://sunhouse.com.vn/search/UTM83042-TMD,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB595DI1,200,https://sunhouse.com.vn/search/SHB595DI1,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB6629-70C1,200,https://sunhouse.com.vn/search/SHB6629-70C1,not_found,,long not-found message
https://sunhouse.com.vn/search/APB6601-90C1,200,https://sunhouse.com.vn/search/APB6601-90C1,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB5868,200,https://sunhouse.com.vn/search/MMB5868,unknown,,no signals found
https://sunhouse.com.vn/search/MMB6816-701,200,https://sunhouse.com.vn/search/MMB6816-701,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB566 seri 8.01,200,https://sunhouse.com.vn/search/SHB566%20seri%208.01,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB5889,200,https://sunhouse.com.vn/search/MMB5889,unknown,,no signals found
https://sunhouse.com.vn/search/MMB588-Plus,200,https://sunhouse.com.vn/search/MMB588-Plus,unknown,,no signals found
https://sunhouse.com.vn/search/MMB82102-TMT,200,https://sunhouse.com.vn/search/MMB82102-TMT,unknown,,no signals found
https://sunhouse.com.vn/search/MMB82112-TMT,200,https://sunhouse.com.vn/search/MMB82112-TMT,unknown,,no signals found
https://sunhouse.com.vn/search/MMB82242-MMT,200,https://sunhouse.com.vn/search/MMB82242-MMT,unknown,,no signals found
https://sunhouse.com.vn/search/SHB81232-MT1,200,https://sunhouse.com.vn/search/SHB81232-MT1,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB-88HL1,200,https://sunhouse.com.vn/search/MMB-88HL1,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB82202-VMC1,200,https://sunhouse.com.vn/search/SHB82202-VMC1,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB82122-MT1,200,https://sunhouse.com.vn/search/SHB82122-MT1,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB9606-GT1,200,https://sunhouse.com.vn/search/SHB9606-GT1,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB598,200,https://sunhouse.com.vn/search/SHB598,unknown,,no signals found
https://sunhouse.com.vn/search/MMB5681,200,https://sunhouse.com.vn/search/MMB5681,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB525DI1,200,https://sunhouse.com.vn/search/SHB525DI1,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB598-PRO,200,https://sunhouse.com.vn/search/MMB598-PRO,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB5891,200,https://sunhouse.com.vn/search/SHB5891,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB820121,200,https://sunhouse.com.vn/search/SHB820121,not_found,,long not-found message
https://sunhouse.com.vn/search/SHB-DI791,200,https://sunhouse.com.vn/search/SHB-DI791,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB-88DY,200,https://sunhouse.com.vn/search/MMB-88DY,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB99-BN12,200,https://sunhouse.com.vn/search/MMB99-BN12,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB-363DP1,200,https://sunhouse.com.vn/search/MMB-363DP1,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB-636DP1,200,https://sunhouse.com.vn/search/MMB-636DP1,not_found,,long not-found message
https://sunhouse.com.vn/search/MMB355ML1,200,https://sunhouse.com.vn/search/MMB355ML1,not_found,,long not-found message
